idKegg	name
C02291	L-Cystathionine
C02293	Latia luciferin
C02294	Methylguanidine
C02295	Methylitaconate
C02295	2-Methylene-3-methylsuccinate
C02297	N-Acetyldiamine
C02298	N-Acetylindoxyl
C02298	Acetylindoxyl
C02299	N-Methylaniline
C02299	N-Methylbenzenamine
C02301	O-Acylcarnitine
C02303	[Peptide]-glycine
C02303	Peptidylglycine
C02305	Phosphocreatine
C02305	N-Phosphocreatine
C02305	Creatine phosphate
C02306	Phosphoramidate
C02306	Phosphoramidic acid
C02306	Amidophosphoric acid
C02306	Phosphoramide
C02307	Phosphorylase a
C02307	[Phosphorylase a]
C02308	Phosphorylase b
C02308	[Phosphorylase b]
C02315	Protein dithiol
C02318	R'C(R)S-S(R)CR'
C02320	R-S-Glutathione
C02321	cis-1,4-Polyisoprene
C02321	Rubber particle
C02321	Rubber
C02321	Rubber (all-cis)
C02323	Salicyl alcohol
C02323	Saligenin
C02323	2-Hydroxybenzyl alcohol
C02323	2-(Hydroxymethyl)phenol
C02325	Sinapyl alcohol
C02325	Sinapoyl alcohol
C02330	UDP-L-iduronate
C02331	Vinylacetyl-CoA
C02331	3-Butenoyl-CoA
C02331	But-3-enoyl-CoA
C02333	Xanthopterin-B2
C02333	1-(7,8-Dihydro-2,4-dihydroxypteridin-6-yl)-2-hydroxypropan-1-one
C02335	beta-Alanyl-CoA
C02336	beta-D-Fructose
C02336	beta-Fruit sugar
C02336	beta-D-arabino-Hexulose
C02336	beta-Levulose
C02336	Fructose
C02339	m7G(5')pppR-mRNA
C02339	m7G(5')pppPur-mRNA
C02339	mRNA containing an N7-methylguanine cap
C02339	5'-(N7-Methyl 5'-triphosphoguanosine)-[mRNA]
C02339	5'-(N7-Methylguanosine 5'-triphospho)-[mRNA]
C02339	5'-(N7-Methyl 5'-triphosphoguanosine)-(purine-ribonucleotide)-[mRNA]
C02341	trans-Aconitate
C02341	trans-Aconitic acid
C02342	'Activated' tRNA
C02344	(-)-endo-Fenchol
C02344	(-)-alpha-Fenchyl alcohol
C02345	(2S)-Flavan-4-ol
C02347	Phosphomannan
C02347	Phosphomannan backbone
C02348	(R)(-)-Allantoin
C02348	(R)-Allantoin
C02350	(S)-Allantoin
C02350	(S)(+)-Allantoin
C02351	o-Benzoquinone
C02351	1,2-Benzoquinone
C02352	1,4-beta-D-Xylan
C02352	(1,4-beta-D-Xylan)n
C02352	(1,4-beta-D-Xylan)n+1
C02353	2',3'-Cyclic AMP
C02354	2',3'-Cyclic CMP
C02355	2',3'-Cyclic UMP
C02356	(S)-2-Aminobutanoate
C02356	(S)-2-Aminobutanoic acid
C02356	(S)-2-Aminobutyric acid
C02357	2-Chlorobenzoate
C02357	2-Chlorobenzoic acid
C02357	o-Chlorobenzoic acid
C02359	2-Fluorobenzoate
C02359	2-Fluorobenzoic acid
C02360	2-Hydroxyadipate
C02360	2-Hydroxyadipic acid
C02362	2-Oxosuccinamate
C02362	2-Oxosuccinamic acid
C02362	gamma-Aminooxaloacetate
C02362	Oxaloacetamide
C02364	3-Fluorobenzoate
C02364	3-Fluorobenzoic acid
C02366	3-Methyloxindole
C02366	1,3-Dihydro-3-methyl-2H-indol-2-one
C02367	3-Oxododecanoic acid
C02367	3-Oxododecanoate
C02370	4-Chlorobenzoate
C02370	4-Chlorobenzoic acid
C02371	4-Fluorobenzoate
C02371	4-Fluorobenzoic acid
C02372	4-Hydroxyaniline
C02372	4-Aminophenol
C02372	p-Aminophenol
C02372	4-Aminobenzenol
C02373	4-Methylpentanal
C02373	Isocaproaldehyde
C02373	Isohexanal
C02374	5'-Dephospho-DNA
C02375	4-Chlorocatechol
C02376	5-Methylcytosine
C02378	6-Aminohexanoate
C02378	6-Aminohexanoic acid
C02378	Epsilcapramine
C02378	6-Aminocaproic acid
C02379	6-Hydroxymellein
C02380	6-Mercaptopurine
C02380	Mercaptopurine
C02381	6-Methoxymellein
C02385	Amino acid(Arg-)
C02385	Arginine
C02385	2-Amino-5-guanidinovaleric acid
C02390	Methylazoxymethanol
C02390	CH3-N(O)=N-CH2OH
C02391	Ester
C02391	Carboxylic ester
C02394	Cinnamyl alcohol
C02394	3-Phenyl-2-propen-1-ol
C02394	Styrylcarbinol
C02395	Cyclohex-2-enone
C02395	2-Cyclohexen-1-one
C02399	D-Xylosylprotein
C02399	O-beta-D-Xylosylprotein
C02399	Protein O-D-xyloside
C02400	Demethylmacrocin
C02400	2'''-O-Demethyllactenocin
C02403	Fatty acid anion
C02403	Alkanate
C02403	Alkane acid
C02405	Formyl phosphate
C02411	Glutaconyl-1-CoA
C02411	4-Carboxybut-2-enoyl-CoA
C02411	Glutaconyl-CoA
C02411	(E)-Glutaconyl-CoA
C02411	(2E)-4-Carboxybut-2-enoyl-CoA
C02412	Glycyl-tRNA(Gly)
C02415	Histone-L-lysine
C02419	Hypotaurocyamine
C02420	Isobutyronitrile
C02420	2-Methylpropanenitrile
C02426	L-Glyceraldehyde
C02426	L-2,3-Dihydroxypropionaldehyde
C02426	L-2,3-Dihydroxypropanal
C02426	L-Glycerose
C02426	L-Aldotriose
C02427	L-Homocitrulline
C02429	L-Leucyl-protein
C02430	L-Methionyl-tRNA
C02430	L-Methionyl-tRNA(Met)
C02431	L-Rhamnofuranose
C02434	Long-chain ester
C02436	Methylated amine
C02442	N-Methyltyramine
C02444	N6-Acyl-L-lysine
C02445	Nonane-4,6-dione
C02446	O-Alkylglycerone
C02452	(-)-Perillyl alcohol
C02452	Perillyl alcohol
C02452	(S)-Perillyl alcohol
C02452	[(4S)-4-(Prop-1-en-2-yl)cyclohex-1-en-1-yl]methanol
C02452	p-Mentha-1,8-dien-7-ol
C02452	(-)-Perillylalcohol
C02453	Phenolic steroid
C02456	Phosphorhodopsin
C02457	Propane-1,3-diol
C02457	1,3-Propanediol
C02457	Trimethylene glycol
C02462	Sabinene hydrate
C02463	Precorrin 2
C02463	Dihydrosirohydrochlorin
C02465	Triiodothyronine
C02465	3,3',5-Triiodo-L-thyronine
C02465	L-3,5,3'-Triiodothyronine
C02465	3,5,3'-Triiodothyronine
C02465	Liothyronine
C02465	3,5,3'-Triiodo-L-thyronine
C02465	T3
C02466	Trimetaphosphoric acid
C02466	Trimetaphosphate
C02466	cyclo-Triphosphoric acid
C02469	Uroporphyrin III
C02470	Xanthurenic acid
C02470	Xanthurenate
C02471	[Glu(-Cys)]n-Gly
C02471	Poly(gamma-glutamylcysteine)glycine
C02471	(gamma-Glutamylcysteine)n-glycine
C02474	Arabinan
C02474	alpha-L-Arabinan
C02474	alpha-L-Araban
C02475	alpha-L-Fucoside
C02477	alpha-Tocopherol
C02477	Vitamin E
C02478	beta-D-Mannoside
C02480	cis,cis-Muconate
C02480	cis,cis-Hexadienedioate
C02480	cis,cis-2,4-Hexadienedioic acid
C02483	gamma-Tocopherol
C02485	(-)-Isopiperitenone
C02485	(-)-(4R)-Isopiperitenone
C02486	(3R)-beta-Leucine
C02486	(3R)-3-Amino-4-methylpentanoic acid
C02486	(3R)-3-Amino-4-methylvaleric acid
C02488	(R)-2-Ethylmalate
C02489	(R)-2-Hydroxyacid
C02489	(R)-2-Hydroxycarboxylate
C02489	(R)-2-Hydroxycarboxylic acid
C02490	1,2-beta-D-Glucan
C02490	[(1->2)-beta-D-Glucosyl]n
C02492	1,4-beta-D-Mannan
C02494	1-Methyladenosine
C02495	2'-Hydroxydaidzein
C02495	3-(2,4-Dihydroxyphenyl)-7-hydroxychromen-4-one
C02496	2,4-Dinitrophenol
C02497	2-Butyne-1,4-diol
C02497	1,4-Butynediol
C02498	2-Ethylhexan-1-ol
C02498	2-Ethyl-1-hexanol
C02499	2-Hydroxybiphenyl
C02499	Orthophenyl phenol
C02499	2-Biphenylol
C02499	2-Phenylphenol
C02501	2-Hydroxymuconate
C02502	2-Hydroxypyridine
C02502	2-Pyridone
C02502	2-Pyridinol
C02504	alpha-Isopropylmalate
C02504	(2S)-2-Isopropylmalate
C02504	(2S)-2-Hydroxy-2-isopropylsuccinic acid
C02504	2-Isopropylmalic acid
C02504	3-Carboxy-3-hydroxy-4-methylpentanoate
C02504	3-Carboxy-3-hydroxyisocaproate
C02505	2-Phenylacetamide
C02505	alpha-Phenylacetamide
C02506	21-Hydroxysteroid
C02508	3'-Ribonucleotide
C02508	3'-Phosphomononucleotides
C02508	3'-Nucleoside monophosphate
C02509	3-(ADP)-glycerate
C02512	3-Cyano-L-alanine
C02512	L-3-Cyanoalanine
C02512	L-beta-Cyanoalanine
C02513	3-Dehydroecdysone
C02514	3-Fumarylpyruvate
C02515	3-Iodo-L-tyrosine
C02519	4-Methoxybenzoate
C02519	4-Methoxybenzoic acid
C02519	4-Anisic acid
C02520	5'-Ribonucleotide
C02526	Biphenyl-2,3-diol
C02526	2,3-Dihydroxybiphenyl
C02526	3-Phenylcatechol
C02527	Butanoylphosphate
C02527	Butanoyl phosphate
C02528	Chenodeoxycholate
C02528	Chenodeoxycholic acid
C02528	3alpha,7alpha-Dihydroxy-5beta-cholanic acid
C02528	Chenodiol
C02530	Cholesterol ester
C02532	O-Phospho-D-serine
C02532	D-O-Phosphoserine
C02533	Dehydrovomifoliol
C02533	(6S)-6-Hydroxy-3-oxo-alpha-ionone
C02534	Dialkyl phosphate
C02535	Dimethyl selenide
C02536	Dolichyl palmitate
C02537	Estradiol-17alpha
C02537	17alpha-Estradiol
C02538	Estrone 3-sulfate
C02545	Glycosaminoglycan
C02549	Kievitone hydrate
C02553	L-Seryl-tRNA(Ser)
C02554	L-Valyl-tRNA(Val)
C02555	Luciferyl sulfate
C02557	Methylmalonyl-CoA
C02557	Methylmalonyl coenzyme A
C02557	2-Methylmalonyl-CoA
C02560	N-Acetylimidazole
C02560	1-Acetyl-1H-imidazole
C02564	N-Feruloylglycine
C02564	N-[3-(4-Hydroxy-3-methoxyphenyl)-1-oxo-2-propen-1-yl]glycine
C02565	N-Methylhydantoin
C02565	N-Methylimidazolidine-2,4-dione
C02567	N1-Acetylspermine
C02569	Neryl diphosphate
C02569	Neryl pyrophosphate
C02571	O-Acetylcarnitine
C02571	O-Acetyl-L-carnitine
C02572	5-O-Feruloylquinic acid
C02572	O-Feruloylquinate
C02572	3-O-Feruloylquinic acid
C02574	O-Phosphoviomycin
C02575	Pentachlorophenol
C02575	PCP
C02576	Perillyl aldehyde
C02576	Perillaldehyde
C02582	Protein disulfide
C02583	Protein glutamine
C02583	Protein L-glutamine
C02587	Pyrimidodiazepine
C02587	2-Amino-6-acetyl-3,7,8,9-tetrahydro-3H-pyrimido[4,5-b][1,4]diazepin-4-one
C02588	Retinyl palmitate
C02588	Vitamin A palmitate
C02588	all-trans-Retinyl palmitate
C02588	Retinol palmitate
C02589	S-Acylglutathione
C02590	Steroid O-sulfate
C02590	Phenolic steroid O-sulfate
C02591	Sucrose 6'-phosphate
C02591	Sucrose 6F-phosphate
C02592	Taurolithocholate
C02592	Taurolithocholic acid
C02593	Tetradecanoyl-CoA
C02593	Myristoyl-CoA
C02601	[Pyruvate kinase]
C02611	(E,E)-Piperoyl-CoA
C02612	(R)-2-Methylmalate
C02612	(R)-2-Methylmalic acid
C02612	(R)-Citramalate
C02612	(R)-Citramalic acid
C02612	(R)-alpha-Hydroxypyrotartaric acid
C02612	D-Citramalate
C02612	D-Citramalic acid
C02612	D-alpha-Hydroxypyrotartaric acid
C02612	(2R)-2-Hydroxy-2-methylbutanedioate
C02614	(S)-2-Methylmalate
C02614	(S)-2-Methylmalic acid
C02614	(S)-Citramalate
C02614	(S)-Citramalic acid
C02614	(S)-alpha-Hydroxypyrotartaric acid
C02614	L-Citramalate
C02614	L-Citramalic acid
C02614	L-alpha-Hydroxypyrotartaric acid
C02614	(2S)-2-Hydroxy-2-methylbutanedioate
C02614	(S)-2-Hydroxy-2-methylsuccinic acid
C02616	1,3-alpha-D-Glucan
C02616	[alpha-D-Glucosyl-(1,3)]n
C02616	[alpha-D-Glucosyl-(1,3)]n+1
C02616	[(1->3)-alpha-D-Glucosyl]n
C02617	1,4-Naphthoquinone
C02617	1,4-Naphthalenedione
C02621	13-Hydroxylupanine
C02621	13-Hydroxylupinine
C02621	(+)-13alpha-Hydroxylupanine
C02623	2,2-Dialkylglycine
C02625	2,4-Dichlorophenol
C02627	2-Deoxystreptamine
C02630	2-Hydroxyglutarate
C02630	alpha-Hydroxyglutarate
C02631	2-Isopropylmaleate
C02631	beta-Isopropylmaleate
C02632	2-Methylpropanoate
C02632	2-Methylpropanoic acid
C02632	Isobutyric acid
C02632	Isobutanoate
C02632	Dimethylacetic acid
C02632	Isobutyrate
C02633	20-Hydroxyecdysone
C02633	Crustecdysone
C02633	Ecdysterone
C02634	3-Chloro-D-alanine
C02635	3-Chloro-L-alanine
C02636	3-Dehydrocarnitine
C02636	3-Carboxy-N,N,N-trimethyl-2-oxo-1-propanaminium
C02637	3-Dehydroshikimate
C02642	3-Ureidopropionate
C02642	3-Ureidopropanoate
C02642	beta-Ureidopropionic acid
C02642	N-Carbamoyl-beta-alanine
C02646	4-Coumaryl alcohol
C02646	4-Hydroxycinnamyl alcohol
C02646	p-Coumaryl alcohol
C02647	4-Guanidinobutanal
C02648	4-Hydroxy-2-butynal
C02648	4-Hydroxybut-2-ynal
C02655	6-Acetyl-D-glucose
C02656	Pimelate
C02656	Pimelic acid
C02656	Heptanedioic acid
C02656	6-Carboxyhexanoate
C02657	6-Methylsalicylate
C02657	6-Methylsalicylic acid
C02657	2-Hydroxy-6-methylbenzoic acid
C02657	6-Methyl-2-hydroxybenzenecarboxylate
C02658	Aldoxime
C02658	Aliphatic aldoxime
C02659	Acetone cyanohydrin
C02659	alpha-Hydroxyisobutyronitrile
C02659	2-Hydroxy-2-methylpropanenitrile
C02659	2-Methyllactonitrile
C02659	Acetone cyanhydrin
C02659	2-Hydroxyisobutyronitrile
C02661	Bromochloromethane
C02661	Methylene chlorobromide
C02666	Coniferyl aldehyde
C02666	Coniferaldehyde
C02666	4-Hydroxy-3-methoxycinnamaldehyde
C02666	Ferulaldehyde
C02669	D-Galactono-1,5-lactone
C02670	D-Glucuronolactone
C02670	Glucurone
C02670	D-Glucurono-3,6-lactone
C02670	D-Glucurone
C02671	D-Glutamyl-peptide
C02671	gamma-D-Glutamyl-peptide
C02672	D-Hexose phosphate
C02673	Desacetoxyvindoline
C02673	16-Methoxy-2,3-dihydro-3-hydroxy-N-methyltabersonine
C02673	Deacetoxyvindoline
C02674	Deoxyribonolactone
C02674	2-Deoxyribonolactone
C02675	Dihydrobiochanin A
C02675	2,3-Dihydrobiochanin A
C02679	Dodecanoic acid
C02679	Dodecanoate
C02679	Dodecylcarboxylate
C02679	Lauric acid
C02681	Ecdysone palmitate
C02681	Ecdysone 3-palmitate
C02682	Ferricytochrome c3
C02683	Ferrileghemoglobin
C02684	Ferrocytochrome c3
C02684	Reduced cytochrome c3
C02685	Ferroleghemoglobin
C02686	Galactosylceramide
C02686	Galactocerebroside
C02686	Cerebroside
C02686	D-Galactosyl-N-acylsphingosine
C02686	D-Galactosylceramide
C02687	alpha-D-Glucosylglycogenin
C02691	Heteropyrithiamine
C02691	1-[(4-Amino-2-methylpyrimidin-5-yl)methyl]pyridinium
C02693	(Indol-3-yl)acetamide
C02693	Indole-3-acetamide
C02700	L-Formylkynurenine
C02700	N-Formyl-L-kynurenine
C02700	N-Formylkynurenine
C02702	L-Prolyl-tRNA(Pro)
C02703	L-Serine O-sulfate
C02704	Monomethyl sulfate
C02704	Methyl sulfate
C02705	Mucus glycoprotein
C02706	Myelin proteolipid
C02707	Myosin heavy chain
C02709	N-(Acetyloxy)benzenamine
C02710	N-Acetyl-L-leucine
C02713	N-Acetylmuramate
C02713	N-Acetylmuramic acid
C02713	N-Acetyl-D-muramoate
C02714	N-Acetylputrescine
C02715	N-Acyl-L-aspartate
C02716	N-Acyl-L-glutamine
C02717	N-Feruloyltyramine
C02717	trans-N-Feruloyltyramine
C02718	N-Formiminoglycine
C02718	Formiminoglycine
C02718	N-Formimidoylglycine
C02720	Hydroxylaminobenzene
C02720	(Hydroxyamino)benzene
C02720	N-Phenylhydroxylamine
C02721	N-Methyl-L-alanine
C02722	N-Methylhexanamide
C02723	N-Methylputrescine
C02724	N-Methylpyridinium
C02726	Phosphoagmatine
C02726	Agmatine phosphate
C02727	N6-Acetyl-L-lysine
C02728	N6-Methyl-L-lysine
C02729	O-Phosphoprotamine
C02730	2-Succinylbenzoate
C02730	o-Succinylbenzoate
C02730	Succinylbenzoate
C02732	Peptide tryptophan
C02734	Phenolic phosphate
C02734	Phenylphosphate
C02735	Phenylethanolamine
C02735	2-Amino-1-phenylethanol
C02737	Phosphatidylserine
C02737	Phosphatidyl-L-serine
C02737	1,2-Diacyl-sn-glycerol 3-phospho-L-serine
C02737	3-O-sn-Phosphatidyl-L-serine
C02737	O3-Phosphatidyl-L-serine
C02737	L-1-Phosphatidylserine
C02739	1-(5-Phospho-D-ribosyl)-ATP
C02739	Phosphoribosyl-ATP
C02739	N1-(5-Phospho-D-ribosyl)-ATP
C02739	1-(5-Phosphoribosyl)-ATP
C02739	1-(5-Phospho-beta-D-ribosyl)-ATP
C02740	Photinus luciferin
C02740	(S)-4,5-Dihydro-2-(6-hydroxy-1,3-benzothiazol-2-yl)thiazole-4-carboxylic acid
C02740	(S)-4,5-Dihydro-2-(6-hydroxy-2-benzothiazolyl)-4-thiazolecarboxylic acid
C02740	Firefly luciferin
C02740	D-Firefly luciferin
C02741	Phosphoribosyl-AMP
C02741	N1-(5-Phospho-D-ribosyl)-AMP
C02741	1-(5-Phosphoribosyl)-AMP
C02741	1-(5-Phospho-beta-D-ribosyl)-AMP
C02743	[Protein]-L-cysteine
C02743	Protein L-cysteine
C02744	Psychosine sulfate
C02745	Reduced flavodoxin
C02749	S-Alkyl-L-cysteine
C02750	Sinapoyltartronate
C02752	Triacetate lactone
C02752	4-Hydroxy-6-methyl-2-pyrone
C02753	D-Xylono-1,4-lactone
C02755	[Glu(-Cys)]n+1-Gly
C02756	[Xanthine oxidase]
C02759	alpha-Pinene-oxide
C02761	beta-L-Arabinoside
C02763	2-Hydroxy-3-phenylpropenoate
C02763	enol-Phenylpyruvate
C02763	enol-Phenylpyruvic acid
C02763	enol-alpha-Ketohydrocinnamic acid
C02764	tRNA pseudouridine
C02765	(+)-(1S,2S)-Pseudoephedrine
C02765	(+)-Pseudoephedrine
C02765	Pseudoephedrine
C02765	(1S,2S)-2-(Methylamino)-1-phenylpropan-1-ol
C02768	(Glycerophosphate)n
C02768	(Glycerophosphate)n+1
C02768	Poly(glycerol phosphate)
C02771	1,2-Dihydrosantonin
C02771	1,2-Dihydro-alpha-santonin
C02773	1-Alkyl-sn-glycerol
C02773	1-O-Alkyl-sn-glycerol
C02774	10-Hydroxydecanoic acid
C02774	10-Hydroxydecanoate
C02775	2,3-Dihydroxyindole
C02775	Dihydroxyindole
C02777	2,5-Dioxopiperazine
C02777	Diketopiperazine
C02777	2,5-Diazacyclohexane-1,4-dione
C02777	2,5-Piperazinedione
C02777	Glycine anhydride
C02778	2-Acetamidofluorene
C02778	N-2-Fluorenylacetamide
C02779	2-Dehydro-D-glucose
C02780	2,5-Didehydro-D-gluconate
C02780	2,5-Diketogluconic acid
C02782	2-Deoxy-D-gluconate
C02785	3-Hydroxy-vitamin K
C02785	3-Hydroxy-2-methyl-3-phytyl-2,3-dihydronaphthoquinone
C02785	3-Hydroxy-2-methyl-3-phytyl-2,3-dihydro-1,4-naphthoquinone
C02787	2-Methylpropanamine
C02787	2-Methyl-1-propanamine
C02787	2-Methylpropan-1-amine
C02787	Isobutylamine
C02790	3'-Hydroxyflavonoid
C02791	3,4-Dichloroaniline
C02793	2-Hydroxy-vitamin K
C02793	2-Hydroxy-2-methyl-3-phytyl-2,3-dihydronaphthoquinone
C02796	3-Methyleneoxindole
C02797	3-Oxo-5beta-steroid
C02798	3-Phosphonopyruvate
C02800	4,5-Dioxopentanoate
C02800	4-Oxoglutarate semialdehyde
C02801	4-Aminobutanoyl-CoA
C02802	4-Fluorobenzoyl-CoA
C02804	5-Hydroxypentanoate
C02805	5-Oxoprolyl-peptide
C02805	Pyroglutamyl-peptide
C02805	Pyrrolidone-carboxylyl-peptide
C02805	Pyrrolidone-carboxyl-peptide
C02807	Acenaphthenequinone
C02807	Acenaphthoquinone
C02807	1,2-Diketoacenaphthene
C02809	Albendazole S-oxide
C02811	Anhydrotetracycline
C02814	Benzene-1,2,4-triol
C02814	Hydroxyhydroquinone
C02814	1,2,4-Benzenetriol
C02814	1,2,4-Trihydroxybenzene
C02814	Hydroxyquinol
C02816	Calmodulin L-lysine
C02817	Chlordecone alcohol
C02821	Cortisol 21-acetate
C02821	Hydrocortisone acetate
C02821	Cortell
C02822	Cortisol 21-sulfate
C02823	Cyanocobalamin
C02823	Cyanocob(III)alamin
C02823	Dicopac
C02823	Vitamin B12 complex
C02824	Cyclohexylsulfamate
C02824	Cyclohexylsulfamic acid
C02824	Cylamic acid
C02824	Cyclohexylamide sulfate
C02825	Cypridina luciferin
C02827	D-Glucose 6-sulfate
C02835	Imidazole-4-acetate
C02835	Imidazoleacetic acid
C02835	4-Imidazoleacetate
C02837	L-Lysine 1,6-lactam
C02837	L-2-Aminohexano-6-lactam
C02837	L-alpha-Aminocaprolactam
C02837	(S)-2-Aminohexano-6-lactam
C02838	L-Octanoylcarnitine
C02839	L-Tyrosyl-tRNA(Tyr)
C02843	Long-chain acyl-CoA
C02845	Methyl ethyl ketone
C02845	Ethyl methyl ketone
C02845	2-Butanone
C02845	Butan-2-one
C02845	MEK
C02846	N,N-Dimethylaniline
C02846	Dimethylaminobenzene
C02846	N,N-Dimethylbenzenamine
C02850	N-Acyl-L-amino acid
C02855	N-Phospho-D-lombricine
C02858	N5-Acyl-L-ornithine
C02860	N6-Alkylaminopurine
C02863	3-O-(alpha-D-Mannosyl)-L-serinyl-[protein]
C02863	O-D-Mannosylprotein
C02864	O-Demethylpuromycin
C02866	O-Sinapoylglucarate
C02868	Lecanoric acid
C02868	Orsellinate depside
C02869	Oxidized flavodoxin
C02871	Peptide L-aspartate
C02872	Peptide diphthamide
C02872	Diphthamide
C02872	EF-2 diphthamide
C02872	Elongation factor 2 diphthamide
C02876	Propanoyl phosphate
C02876	Propionyl phosphate
C02879	Protoaphin aglucone
C02879	Protoaphin aglycone
C02880	Protochlorophyllide
C02880	Protochlorophyllide a
C02882	L-Cysteine-S-conjugate
C02882	S-Aryl-L-cysteine
C02885	S-Alkyl thiosulfate
C02887	Sinapoyl malate
C02887	Sinapoyl-(S)-malate
C02888	Sorbose 1-phosphate
C02888	L-Sorbose 1P
C02888	L-xylo-Hexulose 1-phosphate
C02888	L-Sorbose 1-phosphate
C02890	Tetrahydropalmatine
C02890	(S)-Tetrahydropalmatine
C02892	Thiamine acetic acid
C02892	Thiamin acetic acid
C02894	Watasenia luciferin
C02895	Xylitol 5-phosphate
C02895	D-Xylitol 5-phosphate
C02896	alpha,omega-Diamine
C02899	beta-Cyclopiazonate
C02899	beta-Cyclopiazonic acid
C02900	beta-D-Galactosyl-R
C02903	omega-Aminoaldehyde
C02904	p-Menthane-3,8-diol
C02904	(-)-3,8-p-Menthanediol
C02905	tRNA(Asp)-queuosine
C02906	Dihydromyricetin
C02906	Ampelopsin
C02906	(+)-Dihydromyricetin
C02906	(+)-Ampelopsin
C02909	(2-Naphthyl)methanol
C02909	2-Naphthalenemethanol
C02909	2-Hydroxymethylnaphthalene
C02912	(R)-Propane-1,2-diol
C02912	(R)-1,2-Propanediol
C02912	(R)-Propylene glycol
C02915	(S)-N-Methylcanadine
C02916	(S)-Norlaudanosoline
C02916	(S)-Tetrahydropapaveroline
C02917	(S)-Propane-1,2-diol
C02917	(S)-1,2-Propanediol
C02917	(S)-Propylene glycol
C02918	1-Methylnicotinamide
C02918	N(1)-Methylnicotinamide
C02919	4-O-beta-D-Glucosyl-sinapate
C02920	2'-Hydroxyformononetin
C02920	2'-Hydroformononetin
C02921	2'-Hydroxyisoflavone
C02922	2'-O-Methyllicodione
C02923	2,3-Dihydroxytoluene
C02923	3-Methylcatechol
C02926	Homoserine lactone
C02926	2-Aminobutan-4-olide
C02927	2-Caffeoylisocitrate
C02927	(E)-Caffeoylisocitrate
C02929	2-Hydroxy carboxylate
C02930	2-Methyleneglutarate
C02930	alpha-Methylene glutarate
C02932	3,4-Dihydroxypyridine
C02933	3,5-Dichlorocatechol
C02934	3-Dehydrosphinganine
C02934	3-Dehydro-D-sphinganine
C02937	Indole-3-acetaldehyde oxime
C02937	Indole-3-acetaldoxime
C02937	3-Indoleacetaldoxime
C02937	(E)-Indol-3-ylacetaldoxime
C02937	(Indol-3-yl)acetaldehyde oxime
C02938	3-Indoleacetonitrile
C02938	Indol-3-ylacetonitrile
C02938	Indole-3-acetonitrile
C02938	(Indol-3-yl)acetonitrile
C02939	3-Methylbutanoyl-CoA
C02939	Isovaleryl-CoA
C02940	3-Oxo-5alpha-steroid
C02941	3-Oxo-Delta1-steroid
C02943	3-Oxoglycyrrhetinate
C02944	3-cis-Dodecenoyl-CoA
C02944	3-cis-Dodecenoyl coenzyme A
C02944	(3Z)-Dodecenoyl-CoA
C02944	(3Z)-Dodec-3-enoyl-CoA
C02945	3beta-Hydroxysteroid
C02946	4-Acetamidobutanoate
C02946	N4-Acetylaminobutanoate
C02947	4-Coumaroylshikimate
C02947	trans-5-O-(4-Coumaroyl)shikimate
C02948	4-Hydroxyhexan-3-one
C02948	4-Hydroxy-3-hexanone
C02948	Propioin
C02949	4-Hydroxybenzoyl-CoA
C02951	5-Hydroxyxanthotoxin
C02952	5-Oxo-1,2-campholide
C02952	(+)-5-Oxo-1,2-campholide
C02953	7,8-Dihydrobiopterin
C02953	L-erythro-7,8-Dihydrobiopterin
C02954	6-Aminopenicillanate
C02954	6-Aminopenicillanic acid
C02956	7beta-Hydroxysteroid
C02960	Ceramide 1-phosphate
C02960	Ceramide phosphate
C02962	D-Allose 6-phosphate
C02964	4-O-beta-D-Glucopyranosyl-D-mannose
C02965	D-Hexose 6-phosphate
C02967	DNA 5-methylcytosine
C02967	DNA containing 5-methylcytosine
C02967	5-Methylcytosine (in DNA)
C02970	Decaprenol phosphate
C02970	mono-trans, poly-cis-Decaprenyl phosphate
C02970	trans,octacis-Decaprenyl phosphate
C02972	Dihydrolipoylprotein
C02972	[H protein]-dihydrolipoyllysine
C02972	[GCSH]-N6-[(R)-dihydrolipoyl]-L-lysine
C02972	[GcvH]-N6-[(R)-dihydrolipoyl]-L-lysine
C02972	[Glycine cleavage system H]-N6-[(R)-dihydrolipoyl]-L-lysine
C02975	Ethyl 3-oxohexanoate
C02975	Ethyl butyrylacetate
C02977	GDP-6-deoxy-D-talose
C02977	GDP-6-deoxy-alpha-D-talose
C02979	Glycerol 2-phosphate
C02979	beta-Glycerophosphoric acid
C02980	Hydroxyanthraquinone
C02980	1-Hydroxyanthraquinone
C02982	L-2-Hydroxyphytanate
C02983	Abrine
C02983	L-Abrine
C02983	N-Methyl-L-tryptophane
C02984	L-Aspartyl-tRNA(Asp)
C02985	L-Fucose 1-phosphate
C02985	6-Deoxy-L-galactose 1-phosphate
C02985	beta-L-Fucose 1-phosphate
C02986	L-Glutaminyl-peptide
C02986	L-Glutaminyl-protein
C02986	N-Terminal L-glutaminyl-[protein]
C02987	L-Glutamyl-tRNA(Glu)
C02988	L-Histidyl-tRNA(His)
C02989	L-Methionine S-oxide
C02990	L-Palmitoylcarnitine
C02991	L-Rhamnono-1,4-lactone
C02991	L-Rhamno-1,4-lactone
C02992	L-Threonyl-tRNA(Thr)
C02993	Kyotorphin
C02993	L-Tyrosyl-L-arginine
C02994	L-Xylono-1,4-lactone
C02995	Maltose 6'-phosphate
C02997	N-Acetyl-L-histidine
